REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;SOUS_FAMILLE;TRIBU;GROUP1_INPN;GROUP2_INPN;GROUP3_INPN;CD_NOM;CD_TAXSUP;CD_SUP;CD_REF;CD_BA;RANG;LB_NOM;LB_AUTEUR;NOMENCLATURAL_COMMENT;NOM_COMPLET;NOM_COMPLET_HTML;NOM_VALIDE;NOM_VERN;NOM_VERN_ENG;HABITAT;FR;GF;MAR;GUA;SM;SB;SPM;MAY;EPA;REU;SA;TA;TAAF;PF;NC;WF;CLI;URL;URL_INPN
Animalia;Annelida;;;;;;Vers;Annélides;Autres;813272;183751;183751;813272;;SPCL;Annelida incertae sedis;;;Annelida incertae sedis ;Annelida incertae sedis;Annelida incertae sedis ;;;1;P;;P;P;;;;;;;P;;P;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/813272;
Animalia;Annelida;Clitellata;;;;;Vers;Annélides;Autres;521785;183751;183751;521785;;CL;Clitellata;Michaelsen, 1919;;Clitellata Michaelsen, 1919;Clitellata Michaelsen, 1919;Clitellata Michaelsen, 1919;;;1;P;P;P;P;P;P;P;P;;P;P;;P;P;P;;;https://taxref.mnhn.fr/taxref-web/taxa/521785;
Animalia;Annelida;Clitellata;;;;;Vers;Annélides;Autres;183758;;;521785;;CL;Branchiobdellea;Kasprzak, 1984;;Branchiobdellea Kasprzak, 1984;Branchiobdellea Kasprzak, 1984;Clitellata Michaelsen, 1919;;;1;P;P;P;P;P;P;P;P;;P;P;;P;P;P;;;https://taxref.mnhn.fr/taxref-web/taxa/183758;
Animalia;Annelida;Clitellata;Branchiobdellida;;;;Vers;Annélides;Autres;183759;521785;521785;183759;;OR;Branchiobdellida;Holt, 1965;;Branchiobdellida Holt, 1965;Branchiobdellida Holt, 1965;Branchiobdellida Holt, 1965;;Branchiobdellidans;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183759;
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;;;Vers;Annélides;Autres;183760;183759;183759;183760;;FM;Branchiobdellidae;Gruber, 1851;;Branchiobdellidae Gruber, 1851;Branchiobdellidae Gruber, 1851;Branchiobdellidae Gruber, 1851;Branchiobdelles;Branchiobdellids;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183760;
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;913645;183760;183760;913645;;SBFM;Branchiobdellinae;Goodnight, 1940;;Branchiobdellinae Goodnight, 1940;Branchiobdellinae Goodnight, 1940;Branchiobdellinae Goodnight, 1940;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/913645;
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;200814;913645;913645;200814;;GN;Branchiobdella;Odier, 1823;;Branchiobdella Odier, 1823;<i>Branchiobdella</i> Odier, 1823;Branchiobdella Odier, 1823;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200814;
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;236033;200814;200814;236033;236033;ES;Branchiobdella astaci;Odier, 1823;;Branchiobdella astaci Odier, 1823;<i>Branchiobdella astaci</i> Odier, 1823;Branchiobdella astaci Odier, 1823;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/236033;https://inpn.mnhn.fr/espece/cd_nom/236033
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;791649;200814;200814;791649;791649;ES;Branchiobdella hexadonta;Gruber, 1883;;Branchiobdella hexadonta Gruber, 1883;<i>Branchiobdella hexadonta</i> Gruber, 1883;Branchiobdella hexadonta Gruber, 1883;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/791649;https://inpn.mnhn.fr/espece/cd_nom/791649
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427129;;;791649;427129;ES;Branchiobdella dubia;Pierantoni, 1916;;Branchiobdella dubia Pierantoni, 1916;<i>Branchiobdella dubia</i> Pierantoni, 1916;Branchiobdella hexadonta Gruber, 1883;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427129;https://inpn.mnhn.fr/espece/cd_nom/427129
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;308300;;;791649;;ES;Branchiobdella hexodonta;Grube, 1888;;Branchiobdella hexodonta Grube, 1888;<i>Branchiobdella hexodonta</i> Grube, 1888;Branchiobdella hexadonta Gruber, 1883;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/308300;https://inpn.mnhn.fr/espece/cd_nom/308300
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427132;;;791649;427132;ES;Branchiobdella ochridensis;Georgevitch, 1957;;Branchiobdella ochridensis Georgevitch, 1957;<i>Branchiobdella ochridensis</i> Georgevitch, 1957;Branchiobdella hexadonta Gruber, 1883;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427132;https://inpn.mnhn.fr/espece/cd_nom/427132
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427139;;;791649;427139;ES;Cambarincola pluridentata;Georgevitch, 1957;;Cambarincola pluridentata Georgevitch, 1957;<i>Cambarincola pluridentata</i> Georgevitch, 1957;Branchiobdella hexadonta Gruber, 1883;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427139;https://inpn.mnhn.fr/espece/cd_nom/427139
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;236034;200814;200814;236034;822212;ES;Branchiobdella parasita;(Braun, 1805);;Branchiobdella parasita (Braun, 1805);<i>Branchiobdella parasita</i> (Braun, 1805);Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/236034;https://inpn.mnhn.fr/espece/cd_nom/236034
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405843;;;236034;405843;ES;Branchiobdella anatis;Pierantoni, 1912;;Branchiobdella anatis Pierantoni, 1912;<i>Branchiobdella anatis</i> Pierantoni, 1912;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405843;https://inpn.mnhn.fr/espece/cd_nom/405843
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405844;;;236034;;ES;Branchiobdella bidens;Georgevitch, 1957;;Branchiobdella bidens Georgevitch, 1957;<i>Branchiobdella bidens</i> Georgevitch, 1957;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405844;https://inpn.mnhn.fr/espece/cd_nom/405844
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405847;;;236034;;ES;Branchiobdella cylindrica;Georgevitch, 1957;;Branchiobdella cylindrica Georgevitch, 1957;<i>Branchiobdella cylindrica</i> Georgevitch, 1957;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405847;https://inpn.mnhn.fr/espece/cd_nom/405847
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405845;;;236034;405845;ES;Branchiobdella decidonta;Georgevitch, 1957;;Branchiobdella decidonta Georgevitch, 1957;<i>Branchiobdella decidonta</i> Georgevitch, 1957;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405845;https://inpn.mnhn.fr/espece/cd_nom/405845
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405848;;;236034;;ES;Branchiobdella odontias;Georgevitch, 1957;;Branchiobdella odontias Georgevitch, 1957;<i>Branchiobdella odontias</i> Georgevitch, 1957;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405848;https://inpn.mnhn.fr/espece/cd_nom/405848
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405846;;;236034;;ES;Branchiobdella tridens;Georgevitch, 1957;;Branchiobdella tridens Georgevitch, 1957;<i>Branchiobdella tridens</i> Georgevitch, 1957;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405846;https://inpn.mnhn.fr/espece/cd_nom/405846
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;822212;;;236034;822212;ES;Hirudo parasita;Braun, 1805;;Hirudo parasita Braun, 1805;<i>Hirudo parasita</i> Braun, 1805;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/822212;https://inpn.mnhn.fr/espece/cd_nom/822212
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405849;;;236034;405849;ES;Pterodrilus aliata;Georgevitch, 1957;;Pterodrilus aliata Georgevitch, 1957;<i>Pterodrilus aliata</i> Georgevitch, 1957;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405849;https://inpn.mnhn.fr/espece/cd_nom/405849
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405850;;;236034;405850;ES;Pterodrilus dentata;Georgevitch, 1957;;Pterodrilus dentata Georgevitch, 1957;<i>Pterodrilus dentata</i> Georgevitch, 1957;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405850;https://inpn.mnhn.fr/espece/cd_nom/405850
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405851;;;236034;405851;ES;Pterodrilus karamani;Moszynski, 1938;;Pterodrilus karamani Moszynski, 1938;<i>Pterodrilus karamani</i> Moszynski, 1938;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405851;https://inpn.mnhn.fr/espece/cd_nom/405851
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405852;;;236034;405852;ES;Pterodrilus megas;Georgevitch, 1955;;Pterodrilus megas Georgevitch, 1955;<i>Pterodrilus megas</i> Georgevitch, 1955;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405852;https://inpn.mnhn.fr/espece/cd_nom/405852
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405853;;;236034;;ES;Pterodrilus megodont;Georgevitch, 1957;;Pterodrilus megodont Georgevitch, 1957;<i>Pterodrilus megodont</i> Georgevitch, 1957;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405853;https://inpn.mnhn.fr/espece/cd_nom/405853
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;405854;;;236034;405854;ES;Pterodrilus prion;Georgevitch, 1955;;Pterodrilus prion Georgevitch, 1955;<i>Pterodrilus prion</i> Georgevitch, 1955;Branchiobdella parasita (Braun, 1805);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/405854;https://inpn.mnhn.fr/espece/cd_nom/405854
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;791663;200814;200814;791663;791663;ES;Branchiobdella pentadonta;Whitman, 1882;;Branchiobdella pentadonta Whitman, 1882;<i>Branchiobdella pentadonta</i> Whitman, 1882;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/791663;https://inpn.mnhn.fr/espece/cd_nom/791663
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427127;;;791663;427127;ES;Branchiobdella capito;Georgevitch, 1955;;Branchiobdella capito Georgevitch, 1955;<i>Branchiobdella capito</i> Georgevitch, 1955;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427127;https://inpn.mnhn.fr/espece/cd_nom/427127
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427128;;;791663;;ES;Branchiobdella cordis;Georgevitch, 1955;;Branchiobdella cordis Georgevitch, 1955;<i>Branchiobdella cordis</i> Georgevitch, 1955;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427128;https://inpn.mnhn.fr/espece/cd_nom/427128
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427131;;;791663;427131;ES;Branchiobdella karamani;Georgevitch, 1957;;Branchiobdella karamani Georgevitch, 1957;<i>Branchiobdella karamani</i> Georgevitch, 1957;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427131;https://inpn.mnhn.fr/espece/cd_nom/427131
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;308304;;;791663;;ES;Branchiobdella pentodonta;Whitman, 1882;;Branchiobdella pentodonta Whitman, 1882;<i>Branchiobdella pentodonta</i> Whitman, 1882;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/308304;https://inpn.mnhn.fr/espece/cd_nom/308304
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427133;;;791663;427133;ES;Branchiobdella segmentata;Georgevitch, 1957;;Branchiobdella segmentata Georgevitch, 1957;<i>Branchiobdella segmentata</i> Georgevitch, 1957;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427133;https://inpn.mnhn.fr/espece/cd_nom/427133
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427134;;;791663;427134;ES;Branchiobdella septadonta;Georgevitch, 1957;;Branchiobdella septadonta Georgevitch, 1957;<i>Branchiobdella septadonta</i> Georgevitch, 1957;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427134;https://inpn.mnhn.fr/espece/cd_nom/427134
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427135;;;791663;427135;ES;Cambarincola dojranensis;Georgevitch, 1955;;Cambarincola dojranensis Georgevitch, 1955;<i>Cambarincola dojranensis</i> Georgevitch, 1955;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427135;https://inpn.mnhn.fr/espece/cd_nom/427135
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427136;;;791663;427136;ES;Cambarincola gastrax;Georgevitch, 1955;;Cambarincola gastrax Georgevitch, 1955;<i>Cambarincola gastrax</i> Georgevitch, 1955;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427136;https://inpn.mnhn.fr/espece/cd_nom/427136
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427137;;;791663;427137;ES;Cambarincola hamata;Georgevitch, 1957;;Cambarincola hamata Georgevitch, 1957;<i>Cambarincola hamata</i> Georgevitch, 1957;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427137;https://inpn.mnhn.fr/espece/cd_nom/427137
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427138;;;791663;427138;ES;Cambarincola odontias;Georgevitch, 1955;;Cambarincola odontias Georgevitch, 1955;<i>Cambarincola odontias</i> Georgevitch, 1955;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427138;https://inpn.mnhn.fr/espece/cd_nom/427138
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427140;;;791663;;ES;Xironogiton dilatatus;Georgevitch, 1955;;Xironogiton dilatatus Georgevitch, 1955;<i>Xironogiton dilatatus</i> Georgevitch, 1955;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427140;https://inpn.mnhn.fr/espece/cd_nom/427140
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427141;;;791663;;ES;Xironogiton dolicoderos;Georgevitch, 1955;;Xironogiton dolicoderos Georgevitch, 1955;<i>Xironogiton dolicoderos</i> Georgevitch, 1955;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427141;https://inpn.mnhn.fr/espece/cd_nom/427141
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427142;;;791663;;ES;Xironogiton latus;Georgevitch, 1957;;Xironogiton latus Georgevitch, 1957;<i>Xironogiton latus</i> Georgevitch, 1957;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427142;https://inpn.mnhn.fr/espece/cd_nom/427142
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427143;;;791663;;ES;Xironogiton tetradonta;Georgevitch, 1955;;Xironogiton tetradonta Georgevitch, 1955;<i>Xironogiton tetradonta</i> Georgevitch, 1955;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427143;https://inpn.mnhn.fr/espece/cd_nom/427143
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;427144;;;791663;427144;ES;Xironogiton tridens;Georgevitch, 1957;;Xironogiton tridens Georgevitch, 1957;<i>Xironogiton tridens</i> Georgevitch, 1957;Branchiobdella pentadonta Whitman, 1882;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/427144;https://inpn.mnhn.fr/espece/cd_nom/427144
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;200815;913645;913645;200815;200815;GN;Xironogiton;Ellis, 1919;;Xironogiton Ellis, 1919;<i>Xironogiton</i> Ellis, 1919;Xironogiton Ellis, 1919;;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200815;
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Branchiobdellinae;;Vers;Annélides;Autres;715309;200815;200815;715309;715309;ES;Xironogiton victoriensis;Gelder & Hall, 1990;;Xironogiton victoriensis Gelder & Hall, 1990;<i>Xironogiton victoriensis</i> Gelder & Hall, 1990;Xironogiton victoriensis Gelder & Hall, 1990;;;2;I;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/715309;https://inpn.mnhn.fr/espece/cd_nom/715309
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Cambarincolinae;;Vers;Annélides;Autres;913646;183760;183760;913646;;SBFM;Cambarincolinae;Goodnight, 1940;;Cambarincolinae Goodnight, 1940;Cambarincolinae Goodnight, 1940;Cambarincolinae Goodnight, 1940;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/913646;
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Cambarincolinae;;Vers;Annélides;Autres;183761;;;913646;;FM;Cambarincolidae;;;Cambarincolidae ;Cambarincolidae;Cambarincolinae Goodnight, 1940;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183761;
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Cambarincolinae;;Vers;Annélides;Autres;200816;913646;913646;200816;;GN;Cambarincola;Ellis, 1912;;Cambarincola Ellis, 1912;<i>Cambarincola</i> Ellis, 1912;Cambarincola Ellis, 1912;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200816;
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Cambarincolinae;;Vers;Annélides;Autres;791597;200816;200816;791597;791597;ES;Cambarincola gracilis;Robinson, 1954;;Cambarincola gracilis Robinson, 1954;<i>Cambarincola gracilis</i> Robinson, 1954;Cambarincola gracilis Robinson, 1954;;;2;I;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/791597;https://inpn.mnhn.fr/espece/cd_nom/791597
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Cambarincolinae;;Vers;Annélides;Autres;912613;200816;200816;912613;912613;ES;Cambarincola mesochoreus;Hoffman, 1963;;Cambarincola mesochoreus Hoffman, 1963;<i>Cambarincola mesochoreus</i> Hoffman, 1963;Cambarincola mesochoreus Hoffman, 1963;;;2;I;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/912613;https://inpn.mnhn.fr/espece/cd_nom/912613
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Cambarincolinae;;Vers;Annélides;Autres;791598;200816;200816;791598;791598;ES;Cambarincola okadai;Yamaguchi, 1933;;Cambarincola okadai Yamaguchi, 1933;<i>Cambarincola okadai</i> Yamaguchi, 1933;Cambarincola okadai Yamaguchi, 1933;;;2;I;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/791598;https://inpn.mnhn.fr/espece/cd_nom/791598
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Cambarincolinae;;Vers;Annélides;Autres;986396;;;791598;;ES;Cambarincola montanus;(Goodnight, 1940);;Cambarincola montanus (Goodnight, 1940);<i>Cambarincola montanus</i> (Goodnight, 1940);Cambarincola okadai Yamaguchi, 1933;;;2;I;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/986396;https://inpn.mnhn.fr/espece/cd_nom/986396
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Cambarincolinae;;Vers;Annélides;Autres;912616;913646;913646;912616;912616;GN;Triannulata;Goodnight, 1940;;Triannulata Goodnight, 1940;<i>Triannulata</i> Goodnight, 1940;Triannulata Goodnight, 1940;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/912616;
Animalia;Annelida;Clitellata;Branchiobdellida;Branchiobdellidae;Cambarincolinae;;Vers;Annélides;Autres;912617;912616;912616;912617;912617;ES;Triannulata magna;Goodnight, 1940;;Triannulata magna Goodnight, 1940;<i>Triannulata magna</i> Goodnight, 1940;Triannulata magna Goodnight, 1940;;;2;I;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/912617;https://inpn.mnhn.fr/espece/cd_nom/912617
