REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;SOUS_FAMILLE;TRIBU;GROUP1_INPN;GROUP2_INPN;GROUP3_INPN;CD_NOM;CD_TAXSUP;CD_SUP;CD_REF;CD_BA;RANG;LB_NOM;LB_AUTEUR;NOMENCLATURAL_COMMENT;NOM_COMPLET;NOM_COMPLET_HTML;NOM_VALIDE;NOM_VERN;NOM_VERN_ENG;HABITAT;FR;GF;MAR;GUA;SM;SB;SPM;MAY;EPA;REU;SA;TA;TAAF;PF;NC;WF;CLI;URL;URL_INPN
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;837340;837339;837339;837340;837340;GN;Euzetacanthus;Golvan & Houin, 1964;;Euzetacanthus Golvan & Houin, 1964;<i>Euzetacanthus</i> Golvan & Houin, 1964;Euzetacanthus Golvan & Houin, 1964;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/837340;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;837341;837340;837340;837341;958321;ES;Euzetacanthus simplex;(Rudolphi, 1810);;Euzetacanthus simplex (Rudolphi, 1810);<i>Euzetacanthus simplex</i> (Rudolphi, 1810);Euzetacanthus simplex (Rudolphi, 1810);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/837341;https://inpn.mnhn.fr/espece/cd_nom/837341
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;958321;;;837341;958321;ES;Echinorhynchus simplex;Rudolphi, 1810;;Echinorhynchus simplex Rudolphi, 1810;<i>Echinorhynchus simplex</i> Rudolphi, 1810;Euzetacanthus simplex (Rudolphi, 1810);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/958321;https://inpn.mnhn.fr/espece/cd_nom/958321
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;969662;837339;837339;969662;969662;GN;Paracanthocephaloides;Golvan, 1969;;Paracanthocephaloides Golvan, 1969;<i>Paracanthocephaloides</i> Golvan, 1969;Paracanthocephaloides Golvan, 1969;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/969662;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;969664;969662;969662;969664;933329;ES;Paracanthocephaloides incrassatus;(Molin, 1858);;Paracanthocephaloides incrassatus (Molin, 1858);<i>Paracanthocephaloides incrassatus</i> (Molin, 1858);Paracanthocephaloides incrassatus (Molin, 1858);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/969664;https://inpn.mnhn.fr/espece/cd_nom/969664
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;837348;;;969664;933329;ES;Acanthocephaloides incrassatus;(Molin, 1858);;Acanthocephaloides incrassatus (Molin, 1858);<i>Acanthocephaloides incrassatus</i> (Molin, 1858);Paracanthocephaloides incrassatus (Molin, 1858);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/837348;https://inpn.mnhn.fr/espece/cd_nom/837348
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;837349;;;969664;933329;ES;Acanthocephalus incrassatus;(Molin, 1858);;Acanthocephalus incrassatus (Molin, 1858);<i>Acanthocephalus incrassatus</i> (Molin, 1858);Paracanthocephaloides incrassatus (Molin, 1858);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/837349;https://inpn.mnhn.fr/espece/cd_nom/837349
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;933329;;;969664;933329;ES;Echinorhynchus incrassatus;Molin, 1858;;Echinorhynchus incrassatus Molin, 1858;<i>Echinorhynchus incrassatus</i> Molin, 1858;Paracanthocephaloides incrassatus (Molin, 1858);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/933329;https://inpn.mnhn.fr/espece/cd_nom/933329
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;;;Vers;Acanthocéphales;Autres;183739;183735;183735;183739;;FM;Echinorhynchidae;Cobbold, 1879;;Echinorhynchidae Cobbold, 1879;Echinorhynchidae Cobbold, 1879;Echinorhynchidae Cobbold, 1879;;;4;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183739;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;828639;183739;183739;828639;;SBFM;Echinorhynchinae;Cobbold, 1879;;Echinorhynchinae Cobbold, 1879;Echinorhynchinae Cobbold, 1879;Echinorhynchinae Cobbold, 1879;;;4;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/828639;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;200790;828639;828639;200790;;GN;Echinorhynchus;Zoega in Müller, 1776;;Echinorhynchus Zoega in Müller, 1776;<i>Echinorhynchus</i> Zoega <i>in</i> Müller, 1776;Echinorhynchus Zoega in Müller, 1776;;;4;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200790;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;200788;;;200790;;GN;Metechinorhynchus;Petrochenko, 1956;;Metechinorhynchus Petrochenko, 1956;<i>Metechinorhynchus</i> Petrochenko, 1956;Echinorhynchus Zoega in Müller, 1776;;;4;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200788;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;1000974;200790;200790;1000974;1000974;ES;Echinorhynchus armoricanus;Golvan, 1969;;Echinorhynchus armoricanus Golvan, 1969;<i>Echinorhynchus armoricanus</i> Golvan, 1969;Echinorhynchus armoricanus Golvan, 1969;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1000974;https://inpn.mnhn.fr/espece/cd_nom/1000974
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;1000984;200790;200790;1000984;1000984;ES;Echinorhynchus calloti;Golvan, 1969;;Echinorhynchus calloti Golvan, 1969;<i>Echinorhynchus calloti</i> Golvan, 1969;Echinorhynchus calloti Golvan, 1969;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1000984;https://inpn.mnhn.fr/espece/cd_nom/1000984
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;908066;200790;200790;908066;232785;ES;Echinorhynchus rhenanus;(Golvan, 1969);;Echinorhynchus rhenanus (Golvan, 1969);<i>Echinorhynchus rhenanus</i> (Golvan, 1969);Echinorhynchus rhenanus (Golvan, 1969);;;4;S;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://taxref.mnhn.fr/taxref-web/taxa/908066;https://inpn.mnhn.fr/espece/cd_nom/908066
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;232785;;;908066;232785;ES;Metechinorhynchus rhenanus;Golvan, 1969;;Metechinorhynchus rhenanus Golvan, 1969;<i>Metechinorhynchus rhenanus</i> Golvan, 1969;Echinorhynchus rhenanus (Golvan, 1969);;;4;S;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://taxref.mnhn.fr/taxref-web/taxa/232785;https://inpn.mnhn.fr/espece/cd_nom/232785
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;542950;200790;200790;542950;542950;ES;Echinorhynchus truttae;Schrank, 1788;;Echinorhynchus truttae Schrank, 1788;<i>Echinorhynchus truttae</i> Schrank, 1788;Echinorhynchus truttae Schrank, 1788;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/542950;https://inpn.mnhn.fr/espece/cd_nom/542950
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;232786;;;542950;542950;ES;Metechinorhynchus truttae;(Schrank, 1788);;Metechinorhynchus truttae (Schrank, 1788);<i>Metechinorhynchus truttae</i> (Schrank, 1788);Echinorhynchus truttae Schrank, 1788;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/232786;https://inpn.mnhn.fr/espece/cd_nom/232786
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;969666;828639;828639;969666;969666;GN;Solearhynchus;de Buron & Maillard, 1985;;Solearhynchus de Buron & Maillard, 1985;<i>Solearhynchus</i> de Buron & Maillard, 1985;Solearhynchus de Buron & Maillard, 1985;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/969666;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;969667;969666;969666;969667;969669;ES;Solearhynchus rhytidotes;(Monticelli, 1905);;Solearhynchus rhytidotes (Monticelli, 1905);<i>Solearhynchus rhytidotes</i> (Monticelli, 1905);Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/969667;https://inpn.mnhn.fr/espece/cd_nom/969667
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;1049288;;;969667;;ES;Acanthocephaloides kostylewi;Meyer, 1932;;Acanthocephaloides kostylewi Meyer, 1932;<i>Acanthocephaloides kostylewi</i> Meyer, 1932;Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049288;https://inpn.mnhn.fr/espece/cd_nom/1049288
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;232774;;;969667;958320;ES;Acanthocephaloides propinquus;(Dujardin, 1845);;Acanthocephaloides propinquus (Dujardin, 1845);<i>Acanthocephaloides propinquus</i> (Dujardin, 1845);Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/232774;https://inpn.mnhn.fr/espece/cd_nom/232774
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;1049293;;;969667;969669;ES;Acanthocephaloides rhytidotes;(Monticelli, 1905);;Acanthocephaloides rhytidotes (Monticelli, 1905);<i>Acanthocephaloides rhytidotes</i> (Monticelli, 1905);Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049293;https://inpn.mnhn.fr/espece/cd_nom/1049293
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;1049294;;;969667;1049292;ES;Acanthocephaloides soleae;(Porta, 1905);;Acanthocephaloides soleae (Porta, 1905);<i>Acanthocephaloides soleae</i> (Porta, 1905);Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049294;https://inpn.mnhn.fr/espece/cd_nom/1049294
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;958320;;;969667;958320;ES;Echinorhynchus propinquus;Dujardin, 1845;;Echinorhynchus propinquus Dujardin, 1845;<i>Echinorhynchus propinquus</i> Dujardin, 1845;Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/958320;https://inpn.mnhn.fr/espece/cd_nom/958320
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;969669;;;969667;969669;ES;Echinorhynchus rhytidotes;Monticelli, 1905;;Echinorhynchus rhytidotes Monticelli, 1905;<i>Echinorhynchus rhytidotes</i> Monticelli, 1905;Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/969669;https://inpn.mnhn.fr/espece/cd_nom/969669
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;1049292;;;969667;1049292;ES;Echinorhynchus soleae;Porta, 1905;;Echinorhynchus soleae Porta, 1905;<i>Echinorhynchus soleae</i> Porta, 1905;Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049292;https://inpn.mnhn.fr/espece/cd_nom/1049292
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;1049291;;;969667;;ES;Paracanthocephaloides kostylewi;(Meyer, 1932);;Paracanthocephaloides kostylewi (Meyer, 1932);<i>Paracanthocephaloides kostylewi</i> (Meyer, 1932);Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049291;https://inpn.mnhn.fr/espece/cd_nom/1049291
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;1049287;;;969667;1049292;ES;Paracanthocephaloides soleae;(Porta, 1905);;Paracanthocephaloides soleae (Porta, 1905);<i>Paracanthocephaloides soleae</i> (Porta, 1905);Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049287;https://inpn.mnhn.fr/espece/cd_nom/1049287
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;1049289;;;969667;;ES;Solearhynchus kostylewi;(Meyer, 1932);;Solearhynchus kostylewi (Meyer, 1932);<i>Solearhynchus kostylewi</i> (Meyer, 1932);Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049289;https://inpn.mnhn.fr/espece/cd_nom/1049289
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchinae;;Vers;Acanthocéphales;Autres;1049290;;;969667;1049292;ES;Solearhynchus soleae;(Porta, 1905);;Solearhynchus soleae (Porta, 1905);<i>Solearhynchus soleae</i> (Porta, 1905);Solearhynchus rhytidotes (Monticelli, 1905);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049290;https://inpn.mnhn.fr/espece/cd_nom/1049290
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Harpagorhynchinae;;Vers;Acanthocéphales;Autres;963170;183739;183739;963170;963170;SBFM;Harpagorhynchinae;Kvach & de Buron, 2019;;Harpagorhynchinae Kvach & de Buron, 2019;Harpagorhynchinae Kvach & de Buron, 2019;Harpagorhynchinae Kvach & de Buron, 2019;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/963170;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Harpagorhynchinae;;Vers;Acanthocéphales;Autres;963171;963170;963170;963171;963171;GN;Harpagorhynchus;Kvach & de Buron, 2019;;Harpagorhynchus Kvach & de Buron, 2019;<i>Harpagorhynchus</i> Kvach & de Buron, 2019;Harpagorhynchus Kvach & de Buron, 2019;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/963171;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Harpagorhynchinae;;Vers;Acanthocéphales;Autres;963173;963171;963171;963173;963173;ES;Harpagorhynchus golvaneuzeti;Kvach & de Buron, 2019;;Harpagorhynchus golvaneuzeti Kvach & de Buron, 2019;<i>Harpagorhynchus golvaneuzeti</i> Kvach & de Buron, 2019;Harpagorhynchus golvaneuzeti Kvach & de Buron, 2019;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/963173;https://inpn.mnhn.fr/espece/cd_nom/963173
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Illiosentidae;;;Vers;Acanthocéphales;Autres;1049296;183735;183735;1049296;;FM;Illiosentidae;Golvan, 1960;;Illiosentidae Golvan, 1960;Illiosentidae Golvan, 1960;Illiosentidae Golvan, 1960;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049296;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Illiosentidae;;;Vers;Acanthocéphales;Autres;1049297;1049296;1049296;1049297;1049297;GN;Telosentis;Van Cleave, 1923;;Telosentis Van Cleave, 1923;<i>Telosentis</i> Van Cleave, 1923;Telosentis Van Cleave, 1923;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049297;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Illiosentidae;;;Vers;Acanthocéphales;Autres;1049298;1049297;1049297;1049298;1049299;ES;Telosentis exiguus;(von Linstow, 1901);;Telosentis exiguus (von Linstow, 1901);<i>Telosentis exiguus</i> (von Linstow, 1901);Telosentis exiguus (von Linstow, 1901);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049298;https://inpn.mnhn.fr/espece/cd_nom/1049298
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Illiosentidae;;;Vers;Acanthocéphales;Autres;1049299;;;1049298;1049299;ES;Echinorhynchus exiguus;von Linstow, 1901;;Echinorhynchus exiguus von Linstow, 1901;<i>Echinorhynchus exiguus</i> von Linstow, 1901;Telosentis exiguus (von Linstow, 1901);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049299;https://inpn.mnhn.fr/espece/cd_nom/1049299
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Paracanthocephalidae;;;Vers;Acanthocéphales;Autres;1000963;183735;183735;1000963;;FM;Paracanthocephalidae;Golvan, 1960;;Paracanthocephalidae Golvan, 1960;Paracanthocephalidae Golvan, 1960;Paracanthocephalidae Golvan, 1960;;;;P;;;;;;;;;P;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1000963;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Paracanthocephalidae;;;Vers;Acanthocéphales;Autres;200791;1000963;1000963;200791;;GN;Acanthocephalus;Koelreuther, 1771;;Acanthocephalus Koelreuther, 1771;<i>Acanthocephalus</i> Koelreuther, 1771;Acanthocephalus Koelreuther, 1771;;;4;P;;;;;;;;;P;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200791;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Paracanthocephalidae;;;Vers;Acanthocéphales;Autres;232779;200791;200791;232779;958322;ES;Acanthocephalus anguillae;(Müller, 1780);;Acanthocephalus anguillae (Müller, 1780);<i>Acanthocephalus anguillae</i> (Müller, 1780);Acanthocephalus anguillae (Müller, 1780);;;4;D;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/232779;https://inpn.mnhn.fr/espece/cd_nom/232779
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Paracanthocephalidae;;;Vers;Acanthocéphales;Autres;958322;;;232779;958322;ES;Echinorhynchus anguillae;Müller, 1780;;Echinorhynchus anguillae Müller, 1780;<i>Echinorhynchus anguillae</i> Müller, 1780;Acanthocephalus anguillae (Müller, 1780);;;4;D;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/958322;https://inpn.mnhn.fr/espece/cd_nom/958322
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Paracanthocephalidae;;;Vers;Acanthocéphales;Autres;402313;;;232779;;ES;Echinorhynchus globulosus;Rudolphi, 1802;;Echinorhynchus globulosus Rudolphi, 1802;<i>Echinorhynchus globulosus</i> Rudolphi, 1802;Acanthocephalus anguillae (Müller, 1780);;;4;D;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/402313;https://inpn.mnhn.fr/espece/cd_nom/402313
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Paracanthocephalidae;;;Vers;Acanthocéphales;Autres;232780;200791;200791;232780;958323;ES;Acanthocephalus anthuris;(Dujardin, 1845);;Acanthocephalus anthuris (Dujardin, 1845);<i>Acanthocephalus anthuris</i> (Dujardin, 1845);Acanthocephalus anthuris (Dujardin, 1845);;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/232780;https://inpn.mnhn.fr/espece/cd_nom/232780
